,Transition_From,Transition_To,Rate,Year,Race,Sex,Age_Group
1322,Abs,Low,0.057068086049384945,8+,Hispanic,Male,18-35
1323,Abs,Low,0.057068086049384945,8+,Other,Male,18-35
1324,Abs,Low,0.057068086049384945,8+,White,Female,18-35
1325,Abs,Low,0.057068086049384945,8+,Black,Female,18-35
1326,Abs,Low,0.057068086049384945,8+,Hispanic,Female,18-35
1327,Abs,Low,0.057068086049384945,8+,Other,Female,18-35
1328,Abs,Low,0.057068086049384945,8+,White,Male,36-50
1329,Abs,Low,0.057068086049384945,8+,Black,Male,36-50
1330,Abs,Low,0.057068086049384945,8+,Hispanic,Male,36-50
1331,Abs,Low,0.057068086049384945,8+,Other,Male,36-50
1332,Abs,Low,0.057068086049384945,8+,White,Female,36-50
1333,Abs,Low,0.057068086049384945,8+,Black,Female,36-50
1334,Abs,Low,0.057068086049384945,8+,Hispanic,Female,36-50
1335,Abs,Low,0.057068086049384945,8+,Other,Female,36-50
1336,Abs,Low,0.057068086049384945,8+,White,Male,51+
1337,Abs,Low,0.057068086049384945,8+,Black,Male,51+
1338,Abs,Low,0.057068086049384945,8+,Hispanic,Male,51+
1339,Abs,Low,0.057068086049384945,8+,Other,Male,51+
1340,Abs,Low,0.057068086049384945,8+,White,Female,51+
1341,Abs,Low,0.057068086049384945,8+,Black,Female,51+
1342,Abs,Low,0.057068086049384945,8+,Hispanic,Female,51+
1343,Abs,Low,0.057068086049384945,8+,Other,Female,51+
1344,Low,Low,0.8204572604245212,8+,White,Male,18-35
1345,Low,Low,0.8204572604245212,8+,Black,Male,18-35
1346,Low,Low,0.8204572604245212,8+,Hispanic,Male,18-35
1347,Low,Low,0.8204572604245212,8+,Other,Male,18-35
1348,Low,Low,0.8204572604245212,8+,White,Female,18-35
1349,Low,Low,0.8204572604245212,8+,Black,Female,18-35
1350,Low,Low,0.8204572604245212,8+,Hispanic,Female,18-35
1351,Low,Low,0.8204572604245212,8+,Other,Female,18-35
1352,Low,Low,0.8204572604245212,8+,White,Male,36-50
1353,Low,Low,0.8204572604245212,8+,Black,Male,36-50
1354,Low,Low,0.8204572604245212,8+,Hispanic,Male,36-50
1355,Low,Low,0.8204572604245212,8+,Other,Male,36-50
1356,Low,Low,0.8204572604245212,8+,White,Female,36-50
1357,Low,Low,0.8204572604245212,8+,Black,Female,36-50
1358,Low,Low,0.8204572604245212,8+,Hispanic,Female,36-50
1359,Low,Low,0.8204572604245212,8+,Other,Female,36-50
1360,Low,Low,0.8204572604245212,8+,White,Male,51+
1361,Low,Low,0.8204572604245212,8+,Black,Male,51+
1362,Low,Low,0.8204572604245212,8+,Hispanic,Male,51+
1363,Low,Low,0.8204572604245212,8+,Other,Male,51+
1364,Low,Low,0.8204572604245212,8+,White,Female,51+
1365,Low,Low,0.8204572604245212,8+,Black,Female,51+
1366,Low,Low,0.8204572604245212,8+,Hispanic,Female,51+
1367,Low,Low,0.8204572604245212,8+,Other,Female,51+
1368,Med,Low,0.2553741300060397,8+,White,Male,18-35
1369,Med,Low,0.2553741300060397,8+,Black,Male,18-35
1370,Med,Low,0.2553741300060397,8+,Hispanic,Male,18-35
1371,Med,Low,0.2553741300060397,8+,Other,Male,18-35
1372,Med,Low,0.2553741300060397,8+,White,Female,18-35
1373,Med,Low,0.2553741300060397,8+,Black,Female,18-35
1374,Med,Low,0.2553741300060397,8+,Hispanic,Female,18-35
1375,Med,Low,0.2553741300060397,8+,Other,Female,18-35
1376,Med,Low,0.2553741300060397,8+,White,Male,36-50
1377,Med,Low,0.2553741300060397,8+,Black,Male,36-50
1378,Med,Low,0.2553741300060397,8+,Hispanic,Male,36-50
1379,Med,Low,0.2553741300060397,8+,Other,Male,36-50
1380,Med,Low,0.2553741300060397,8+,White,Female,36-50
1381,Med,Low,0.2553741300060397,8+,Black,Female,36-50
1382,Med,Low,0.2553741300060397,8+,Hispanic,Female,36-50
1383,Med,Low,0.2553741300060397,8+,Other,Female,36-50
1384,Med,Low,0.2553741300060397,8+,White,Male,51+
1385,Med,Low,0.2553741300060397,8+,Black,Male,51+
1386,Med,Low,0.2553741300060397,8+,Hispanic,Male,51+
1387,Med,Low,0.2553741300060397,8+,Other,Male,51+
1388,Med,Low,0.2553741300060397,8+,White,Female,51+
1389,Med,Low,0.2553741300060397,8+,Black,Female,51+
1390,Med,Low,0.2553741300060397,8+,Hispanic,Female,51+
1391,Med,Low,0.2553741300060397,8+,Other,Female,51+
1392,High,Low,0.09154703074059664,8+,White,Male,18-35
1393,High,Low,0.09154703074059664,8+,Black,Male,18-35
1394,High,Low,0.09154703074059664,8+,Hispanic,Male,18-35
1395,High,Low,0.09154703074059664,8+,Other,Male,18-35
1396,High,Low,0.09154703074059664,8+,White,Female,18-35
1397,High,Low,0.09154703074059664,8+,Black,Female,18-35
1398,High,Low,0.09154703074059664,8+,Hispanic,Female,18-35
1399,High,Low,0.09154703074059664,8+,Other,Female,18-35
1400,High,Low,0.09154703074059664,8+,White,Male,36-50
1401,High,Low,0.09154703074059664,8+,Black,Male,36-50
1402,High,Low,0.09154703074059664,8+,Hispanic,Male,36-50
1403,High,Low,0.09154703074059664,8+,Other,Male,36-50
1404,High,Low,0.09154703074059664,8+,White,Female,36-50
1405,High,Low,0.09154703074059664,8+,Black,Female,36-50
1406,High,Low,0.09154703074059664,8+,Hispanic,Female,36-50
1407,High,Low,0.09154703074059664,8+,Other,Female,36-50
1408,High,Low,0.09154703074059664,8+,White,Male,51+
1409,High,Low,0.09154703074059664,8+,Black,Male,51+
1410,High,Low,0.09154703074059664,8+,Hispanic,Male,51+
1411,High,Low,0.09154703074059664,8+,Other,Male,51+
1412,High,Low,0.09154703074059664,8+,White,Female,51+
1413,High,Low,0.09154703074059664,8+,Black,Female,51+
1414,High,Low,0.09154703074059664,8+,Hispanic,Female,51+
1415,High,Low,0.09154703074059664,8+,Other,Female,51+
1416,Very High,Low,0.02671295291489409,8+,White,Male,18-35
1417,Very High,Low,0.02671295291489409,8+,Black,Male,18-35
1418,Very High,Low,0.02671295291489409,8+,Hispanic,Male,18-35
1419,Very High,Low,0.02671295291489409,8+,Other,Male,18-35
1420,Very High,Low,0.02671295291489409,8+,White,Female,18-35
1421,Very High,Low,0.02671295291489409,8+,Black,Female,18-35
1422,Very High,Low,0.02671295291489409,8+,Hispanic,Female,18-35
1423,Very High,Low,0.02671295291489409,8+,Other,Female,18-35
1424,Very High,Low,0.02671295291489409,8+,White,Male,36-50
1425,Very High,Low,0.02671295291489409,8+,Black,Male,36-50
1426,Very High,Low,0.02671295291489409,8+,Hispanic,Male,36-50
1427,Very High,Low,0.02671295291489409,8+,Other,Male,36-50
1428,Very High,Low,0.02671295291489409,8+,White,Female,36-50
1429,Very High,Low,0.02671295291489409,8+,Black,Female,36-50
1430,Very High,Low,0.02671295291489409,8+,Hispanic,Female,36-50
1431,Very High,Low,0.02671295291489409,8+,Other,Female,36-50
1432,Very High,Low,0.02671295291489409,8+,White,Male,51+
1433,Very High,Low,0.02671295291489409,8+,Black,Male,51+
1434,Very High,Low,0.02671295291489409,8+,Hispanic,Male,51+
1435,Very High,Low,0.02671295291489409,8+,Other,Male,51+
1436,Very High,Low,0.02671295291489409,8+,White,Female,51+
1437,Very High,Low,0.02671295291489409,8+,Black,Female,51+
1438,Very High,Low,0.02671295291489409,8+,Hispanic,Female,51+
1439,Very High,Low,0.02671295291489409,8+,Other,Female,51+
1440,Abs,Med,0.0,8+,White,Male,18-35
1441,Abs,Med,0.0,8+,Black,Male,18-35
1442,Abs,Med,0.0,8+,Hispanic,Male,18-35
1443,Abs,Med,0.0,8+,Other,Male,18-35
1444,Abs,Med,0.0,8+,White,Female,18-35
1445,Abs,Med,0.0,8+,Black,Female,18-35
1446,Abs,Med,0.0,8+,Hispanic,Female,18-35
1447,Abs,Med,0.0,8+,Other,Female,18-35
1448,Abs,Med,0.0,8+,White,Male,36-50
1449,Abs,Med,0.0,8+,Black,Male,36-50
1450,Abs,Med,0.0,8+,Hispanic,Male,36-50
1451,Abs,Med,0.0,8+,Other,Male,36-50
1452,Abs,Med,0.0,8+,White,Female,36-50
1453,Abs,Med,0.0,8+,Black,Female,36-50
1454,Abs,Med,0.0,8+,Hispanic,Female,36-50
1455,Abs,Med,0.0,8+,Other,Female,36-50
1456,Abs,Med,0.0,8+,White,Male,51+
1457,Abs,Med,0.0,8+,Black,Male,51+
1458,Abs,Med,0.0,8+,Hispanic,Male,51+
1459,Abs,Med,0.0,8+,Other,Male,51+
1460,Abs,Med,0.0,8+,White,Female,51+
1461,Abs,Med,0.0,8+,Black,Female,51+
1462,Abs,Med,0.0,8+,Hispanic,Female,51+
1463,Abs,Med,0.0,8+,Other,Female,51+
1464,Low,Med,0.019995747642413568,8+,White,Male,18-35
1465,Low,Med,0.019995747642413568,8+,Black,Male,18-35
1466,Low,Med,0.019995747642413568,8+,Hispanic,Male,18-35
1467,Low,Med,0.019995747642413568,8+,Other,Male,18-35
1468,Low,Med,0.019995747642413568,8+,White,Female,18-35
1469,Low,Med,0.019995747642413568,8+,Black,Female,18-35
1470,Low,Med,0.019995747642413568,8+,Hispanic,Female,18-35
1471,Low,Med,0.019995747642413568,8+,Other,Female,18-35
1472,Low,Med,0.019995747642413568,8+,White,Male,36-50
1473,Low,Med,0.019995747642413568,8+,Black,Male,36-50
1474,Low,Med,0.019995747642413568,8+,Hispanic,Male,36-50
1475,Low,Med,0.019995747642413568,8+,Other,Male,36-50
1476,Low,Med,0.019995747642413568,8+,White,Female,36-50
1477,Low,Med,0.019995747642413568,8+,Black,Female,36-50
1478,Low,Med,0.019995747642413568,8+,Hispanic,Female,36-50
1479,Low,Med,0.019995747642413568,8+,Other,Female,36-50
1480,Low,Med,0.019995747642413568,8+,White,Male,51+
1481,Low,Med,0.019995747642413568,8+,Black,Male,51+
1482,Low,Med,0.019995747642413568,8+,Hispanic,Male,51+
1483,Low,Med,0.019995747642413568,8+,Other,Male,51+
1484,Low,Med,0.019995747642413568,8+,White,Female,51+
1485,Low,Med,0.019995747642413568,8+,Black,Female,51+
1486,Low,Med,0.019995747642413568,8+,Hispanic,Female,51+
1487,Low,Med,0.019995747642413568,8+,Other,Female,51+
1488,Med,Med,0.42289877763823436,8+,White,Male,18-35
1489,Med,Med,0.42289877763823436,8+,Black,Male,18-35
1490,Med,Med,0.42289877763823436,8+,Hispanic,Male,18-35
1491,Med,Med,0.42289877763823436,8+,Other,Male,18-35
1492,Med,Med,0.42289877763823436,8+,White,Female,18-35
1493,Med,Med,0.42289877763823436,8+,Black,Female,18-35
1494,Med,Med,0.42289877763823436,8+,Hispanic,Female,18-35
1495,Med,Med,0.42289877763823436,8+,Other,Female,18-35
1496,Med,Med,0.42289877763823436,8+,White,Male,36-50
1497,Med,Med,0.42289877763823436,8+,Black,Male,36-50
1498,Med,Med,0.42289877763823436,8+,Hispanic,Male,36-50
1499,Med,Med,0.42289877763823436,8+,Other,Male,36-50
1500,Med,Med,0.42289877763823436,8+,White,Female,36-50
1501,Med,Med,0.42289877763823436,8+,Black,Female,36-50
1502,Med,Med,0.42289877763823436,8+,Hispanic,Female,36-50
1503,Med,Med,0.42289877763823436,8+,Other,Female,36-50
1504,Med,Med,0.42289877763823436,8+,White,Male,51+
1505,Med,Med,0.42289877763823436,8+,Black,Male,51+
1506,Med,Med,0.42289877763823436,8+,Hispanic,Male,51+
1507,Med,Med,0.42289877763823436,8+,Other,Male,51+
1508,Med,Med,0.42289877763823436,8+,White,Female,51+
1509,Med,Med,0.42289877763823436,8+,Black,Female,51+
1510,Med,Med,0.42289877763823436,8+,Hispanic,Female,51+
1511,Med,Med,0.42289877763823436,8+,Other,Female,51+
1512,High,Med,0.13673227424516515,8+,White,Male,18-35
1513,High,Med,0.13673227424516515,8+,Black,Male,18-35
1514,High,Med,0.13673227424516515,8+,Hispanic,Male,18-35
1515,High,Med,0.13673227424516515,8+,Other,Male,18-35
1516,High,Med,0.13673227424516515,8+,White,Female,18-35
1517,High,Med,0.13673227424516515,8+,Black,Female,18-35
1518,High,Med,0.13673227424516515,8+,Hispanic,Female,18-35
1519,High,Med,0.13673227424516515,8+,Other,Female,18-35
1520,High,Med,0.13673227424516515,8+,White,Male,36-50
1521,High,Med,0.13673227424516515,8+,Black,Male,36-50
1522,High,Med,0.13673227424516515,8+,Hispanic,Male,36-50
1523,High,Med,0.13673227424516515,8+,Other,Male,36-50
1524,High,Med,0.13673227424516515,8+,White,Female,36-50
1525,High,Med,0.13673227424516515,8+,Black,Female,36-50
1526,High,Med,0.13673227424516515,8+,Hispanic,Female,36-50
1527,High,Med,0.13673227424516515,8+,Other,Female,36-50
1528,High,Med,0.13673227424516515,8+,White,Male,51+
1529,High,Med,0.13673227424516515,8+,Black,Male,51+
1530,High,Med,0.13673227424516515,8+,Hispanic,Male,51+
1531,High,Med,0.13673227424516515,8+,Other,Male,51+
1532,High,Med,0.13673227424516515,8+,White,Female,51+
1533,High,Med,0.13673227424516515,8+,Black,Female,51+
1534,High,Med,0.13673227424516515,8+,Hispanic,Female,51+
1535,High,Med,0.13673227424516515,8+,Other,Female,51+
1536,Very High,Med,0.24246673574123803,8+,White,Male,18-35
1537,Very High,Med,0.24246673574123803,8+,Black,Male,18-35
1538,Very High,Med,0.24246673574123803,8+,Hispanic,Male,18-35
1539,Very High,Med,0.24246673574123803,8+,Other,Male,18-35
1540,Very High,Med,0.24246673574123803,8+,White,Female,18-35
1541,Very High,Med,0.24246673574123803,8+,Black,Female,18-35
1542,Very High,Med,0.24246673574123803,8+,Hispanic,Female,18-35
1543,Very High,Med,0.24246673574123803,8+,Other,Female,18-35
1544,Very High,Med,0.24246673574123803,8+,White,Male,36-50
1545,Very High,Med,0.24246673574123803,8+,Black,Male,36-50
1546,Very High,Med,0.24246673574123803,8+,Hispanic,Male,36-50
1547,Very High,Med,0.24246673574123803,8+,Other,Male,36-50
1548,Very High,Med,0.24246673574123803,8+,White,Female,36-50
1549,Very High,Med,0.24246673574123803,8+,Black,Female,36-50
1550,Very High,Med,0.24246673574123803,8+,Hispanic,Female,36-50
1551,Very High,Med,0.24246673574123803,8+,Other,Female,36-50
1552,Very High,Med,0.24246673574123803,8+,White,Male,51+
1553,Very High,Med,0.24246673574123803,8+,Black,Male,51+
1554,Very High,Med,0.24246673574123803,8+,Hispanic,Male,51+
1555,Very High,Med,0.24246673574123803,8+,Other,Male,51+
1556,Very High,Med,0.24246673574123803,8+,White,Female,51+
1557,Very High,Med,0.24246673574123803,8+,Black,Female,51+
1558,Very High,Med,0.24246673574123803,8+,Hispanic,Female,51+
1559,Very High,Med,0.24246673574123803,8+,Other,Female,51+
1560,Abs,High,0.0,8+,White,Male,18-35
1561,Abs,High,0.0,8+,Black,Male,18-35
1562,Abs,High,0.0,8+,Hispanic,Male,18-35
1563,Abs,High,0.0,8+,Other,Male,18-35
1564,Abs,High,0.0,8+,White,Female,18-35
1565,Abs,High,0.0,8+,Black,Female,18-35
1566,Abs,High,0.0,8+,Hispanic,Female,18-35
1567,Abs,High,0.0,8+,Other,Female,18-35
1568,Abs,High,0.0,8+,White,Male,36-50
1569,Abs,High,0.0,8+,Black,Male,36-50
1570,Abs,High,0.0,8+,Hispanic,Male,36-50
1571,Abs,High,0.0,8+,Other,Male,36-50
1572,Abs,High,0.0,8+,White,Female,36-50
1573,Abs,High,0.0,8+,Black,Female,36-50
1574,Abs,High,0.0,8+,Hispanic,Female,36-50
1575,Abs,High,0.0,8+,Other,Female,36-50
1576,Abs,High,0.0,8+,White,Male,51+
1577,Abs,High,0.0,8+,Black,Male,51+
1578,Abs,High,0.0,8+,Hispanic,Male,51+
1579,Abs,High,0.0,8+,Other,Male,51+
1580,Abs,High,0.0,8+,White,Female,51+
1581,Abs,High,0.0,8+,Black,Female,51+
1582,Abs,High,0.0,8+,Hispanic,Female,51+
1583,Abs,High,0.0,8+,Other,Female,51+
1584,Low,High,0.07335423073302008,8+,White,Male,18-35
1585,Low,High,0.07335423073302008,8+,Black,Male,18-35
1586,Low,High,0.07335423073302008,8+,Hispanic,Male,18-35
1587,Low,High,0.07335423073302008,8+,Other,Male,18-35
1588,Low,High,0.07335423073302008,8+,White,Female,18-35
1589,Low,High,0.07335423073302008,8+,Black,Female,18-35
1590,Low,High,0.07335423073302008,8+,Hispanic,Female,18-35
1591,Low,High,0.07335423073302008,8+,Other,Female,18-35
1592,Low,High,0.07335423073302008,8+,White,Male,36-50
1593,Low,High,0.07335423073302008,8+,Black,Male,36-50
1594,Low,High,0.07335423073302008,8+,Hispanic,Male,36-50
1595,Low,High,0.07335423073302008,8+,Other,Male,36-50
1596,Low,High,0.07335423073302008,8+,White,Female,36-50
1597,Low,High,0.07335423073302008,8+,Black,Female,36-50
1598,Low,High,0.07335423073302008,8+,Hispanic,Female,36-50
1599,Low,High,0.07335423073302008,8+,Other,Female,36-50
1600,Low,High,0.07335423073302008,8+,White,Male,51+
1601,Low,High,0.07335423073302008,8+,Black,Male,51+
1602,Low,High,0.07335423073302008,8+,Hispanic,Male,51+
1603,Low,High,0.07335423073302008,8+,Other,Male,51+
1604,Low,High,0.07335423073302008,8+,White,Female,51+
1605,Low,High,0.07335423073302008,8+,Black,Female,51+
1606,Low,High,0.07335423073302008,8+,Hispanic,Female,51+
1607,Low,High,0.07335423073302008,8+,Other,Female,51+
1608,Med,High,0.15596027264875734,8+,White,Male,18-35
1609,Med,High,0.15596027264875734,8+,Black,Male,18-35
1610,Med,High,0.15596027264875734,8+,Hispanic,Male,18-35
1611,Med,High,0.15596027264875734,8+,Other,Male,18-35
1612,Med,High,0.15596027264875734,8+,White,Female,18-35
1613,Med,High,0.15596027264875734,8+,Black,Female,18-35
1614,Med,High,0.15596027264875734,8+,Hispanic,Female,18-35
1615,Med,High,0.15596027264875734,8+,Other,Female,18-35
1616,Med,High,0.15596027264875734,8+,White,Male,36-50
1617,Med,High,0.15596027264875734,8+,Black,Male,36-50
1618,Med,High,0.15596027264875734,8+,Hispanic,Male,36-50
1619,Med,High,0.15596027264875734,8+,Other,Male,36-50
1620,Med,High,0.15596027264875734,8+,White,Female,36-50
1621,Med,High,0.15596027264875734,8+,Black,Female,36-50
1622,Med,High,0.15596027264875734,8+,Hispanic,Female,36-50
1623,Med,High,0.15596027264875734,8+,Other,Female,36-50
1624,Med,High,0.15596027264875734,8+,White,Male,51+
1625,Med,High,0.15596027264875734,8+,Black,Male,51+
1626,Med,High,0.15596027264875734,8+,Hispanic,Male,51+
1627,Med,High,0.15596027264875734,8+,Other,Male,51+
1628,Med,High,0.15596027264875734,8+,White,Female,51+
1629,Med,High,0.15596027264875734,8+,Black,Female,51+
1630,Med,High,0.15596027264875734,8+,Hispanic,Female,51+
1631,Med,High,0.15596027264875734,8+,Other,Female,51+
1632,High,High,0.46954023650038623,8+,White,Male,18-35
1633,High,High,0.46954023650038623,8+,Black,Male,18-35
1634,High,High,0.46954023650038623,8+,Hispanic,Male,18-35
1635,High,High,0.46954023650038623,8+,Other,Male,18-35
1636,High,High,0.46954023650038623,8+,White,Female,18-35
1637,High,High,0.46954023650038623,8+,Black,Female,18-35
1638,High,High,0.46954023650038623,8+,Hispanic,Female,18-35
1639,High,High,0.46954023650038623,8+,Other,Female,18-35
1640,High,High,0.46954023650038623,8+,White,Male,36-50
1641,High,High,0.46954023650038623,8+,Black,Male,36-50
1642,High,High,0.46954023650038623,8+,Hispanic,Male,36-50
1643,High,High,0.46954023650038623,8+,Other,Male,36-50
1644,High,High,0.46954023650038623,8+,White,Female,36-50
1645,High,High,0.46954023650038623,8+,Black,Female,36-50
1646,High,High,0.46954023650038623,8+,Hispanic,Female,36-50
1647,High,High,0.46954023650038623,8+,Other,Female,36-50
1648,High,High,0.46954023650038623,8+,White,Male,51+
1649,High,High,0.46954023650038623,8+,Black,Male,51+
1650,High,High,0.46954023650038623,8+,Hispanic,Male,51+
1651,High,High,0.46954023650038623,8+,Other,Male,51+
1652,High,High,0.46954023650038623,8+,White,Female,51+
1653,High,High,0.46954023650038623,8+,Black,Female,51+
1654,High,High,0.46954023650038623,8+,Hispanic,Female,51+
1655,High,High,0.46954023650038623,8+,Other,Female,51+
1656,Very High,High,0.09631075690696501,8+,White,Male,18-35
1657,Very High,High,0.09631075690696501,8+,Black,Male,18-35
1658,Very High,High,0.09631075690696501,8+,Hispanic,Male,18-35
1659,Very High,High,0.09631075690696501,8+,Other,Male,18-35
1660,Very High,High,0.09631075690696501,8+,White,Female,18-35
1661,Very High,High,0.09631075690696501,8+,Black,Female,18-35
1662,Very High,High,0.09631075690696501,8+,Hispanic,Female,18-35
1663,Very High,High,0.09631075690696501,8+,Other,Female,18-35
1664,Very High,High,0.09631075690696501,8+,White,Male,36-50
1665,Very High,High,0.09631075690696501,8+,Black,Male,36-50
1666,Very High,High,0.09631075690696501,8+,Hispanic,Male,36-50
1667,Very High,High,0.09631075690696501,8+,Other,Male,36-50
1668,Very High,High,0.09631075690696501,8+,White,Female,36-50
1669,Very High,High,0.09631075690696501,8+,Black,Female,36-50
1670,Very High,High,0.09631075690696501,8+,Hispanic,Female,36-50
1671,Very High,High,0.09631075690696501,8+,Other,Female,36-50
1672,Very High,High,0.09631075690696501,8+,White,Male,51+
1673,Very High,High,0.09631075690696501,8+,Black,Male,51+
1674,Very High,High,0.09631075690696501,8+,Hispanic,Male,51+
1675,Very High,High,0.09631075690696501,8+,Other,Male,51+
1676,Very High,High,0.09631075690696501,8+,White,Female,51+
1677,Very High,High,0.09631075690696501,8+,Black,Female,51+
1678,Very High,High,0.09631075690696501,8+,Hispanic,Female,51+
1679,Very High,High,0.09631075690696501,8+,Other,Female,51+
1680,Abs,Very High,0.0,8+,White,Male,18-35
1681,Abs,Very High,0.0,8+,Black,Male,18-35
1682,Abs,Very High,0.0,8+,Hispanic,Male,18-35
1683,Abs,Very High,0.0,8+,Other,Male,18-35
1684,Abs,Very High,0.0,8+,White,Female,18-35
1685,Abs,Very High,0.0,8+,Black,Female,18-35
1686,Abs,Very High,0.0,8+,Hispanic,Female,18-35
1687,Abs,Very High,0.0,8+,Other,Female,18-35
1688,Abs,Very High,0.0,8+,White,Male,36-50
1689,Abs,Very High,0.0,8+,Black,Male,36-50
1690,Abs,Very High,0.0,8+,Hispanic,Male,36-50
1691,Abs,Very High,0.0,8+,Other,Male,36-50
1692,Abs,Very High,0.0,8+,White,Female,36-50
1693,Abs,Very High,0.0,8+,Black,Female,36-50
1694,Abs,Very High,0.0,8+,Hispanic,Female,36-50
1695,Abs,Very High,0.0,8+,Other,Female,36-50
1696,Abs,Very High,0.0,8+,White,Male,51+
1697,Abs,Very High,0.0,8+,Black,Male,51+
1698,Abs,Very High,0.0,8+,Hispanic,Male,51+
1699,Abs,Very High,0.0,8+,Other,Male,51+
1700,Abs,Very High,0.0,8+,White,Female,51+
1701,Abs,Very High,0.0,8+,Black,Female,51+
1702,Abs,Very High,0.0,8+,Hispanic,Female,51+
1703,Abs,Very High,0.0,8+,Other,Female,51+
1704,Low,Very High,0.0435388642182757,8+,White,Male,18-35
1705,Low,Very High,0.0435388642182757,8+,Black,Male,18-35
1706,Low,Very High,0.0435388642182757,8+,Hispanic,Male,18-35
1707,Low,Very High,0.0435388642182757,8+,Other,Male,18-35
1708,Low,Very High,0.0435388642182757,8+,White,Female,18-35
1709,Low,Very High,0.0435388642182757,8+,Black,Female,18-35
1710,Low,Very High,0.0435388642182757,8+,Hispanic,Female,18-35
1711,Low,Very High,0.0435388642182757,8+,Other,Female,18-35
1712,Low,Very High,0.0435388642182757,8+,White,Male,36-50
1713,Low,Very High,0.0435388642182757,8+,Black,Male,36-50
1714,Low,Very High,0.0435388642182757,8+,Hispanic,Male,36-50
1715,Low,Very High,0.0435388642182757,8+,Other,Male,36-50
1716,Low,Very High,0.0435388642182757,8+,White,Female,36-50
1717,Low,Very High,0.0435388642182757,8+,Black,Female,36-50
1718,Low,Very High,0.0435388642182757,8+,Hispanic,Female,36-50
1719,Low,Very High,0.0435388642182757,8+,Other,Female,36-50
1720,Low,Very High,0.0435388642182757,8+,White,Male,51+
1721,Low,Very High,0.0435388642182757,8+,Black,Male,51+
1722,Low,Very High,0.0435388642182757,8+,Hispanic,Male,51+
1723,Low,Very High,0.0435388642182757,8+,Other,Male,51+
1724,Low,Very High,0.0435388642182757,8+,White,Female,51+
1725,Low,Very High,0.0435388642182757,8+,Black,Female,51+
1726,Low,Very High,0.0435388642182757,8+,Hispanic,Female,51+
1727,Low,Very High,0.0435388642182757,8+,Other,Female,51+
1728,Med,Very High,0.15561897824909138,8+,White,Male,18-35
1729,Med,Very High,0.15561897824909138,8+,Black,Male,18-35
1730,Med,Very High,0.15561897824909138,8+,Hispanic,Male,18-35
1731,Med,Very High,0.15561897824909138,8+,Other,Male,18-35
1732,Med,Very High,0.15561897824909138,8+,White,Female,18-35
1733,Med,Very High,0.15561897824909138,8+,Black,Female,18-35
1734,Med,Very High,0.15561897824909138,8+,Hispanic,Female,18-35
1735,Med,Very High,0.15561897824909138,8+,Other,Female,18-35
1736,Med,Very High,0.15561897824909138,8+,White,Male,36-50
1737,Med,Very High,0.15561897824909138,8+,Black,Male,36-50
1738,Med,Very High,0.15561897824909138,8+,Hispanic,Male,36-50
1739,Med,Very High,0.15561897824909138,8+,Other,Male,36-50
1740,Med,Very High,0.15561897824909138,8+,White,Female,36-50
1741,Med,Very High,0.15561897824909138,8+,Black,Female,36-50
1742,Med,Very High,0.15561897824909138,8+,Hispanic,Female,36-50
1743,Med,Very High,0.15561897824909138,8+,Other,Female,36-50
1744,Med,Very High,0.15561897824909138,8+,White,Male,51+
1745,Med,Very High,0.15561897824909138,8+,Black,Male,51+
1746,Med,Very High,0.15561897824909138,8+,Hispanic,Male,51+
1747,Med,Very High,0.15561897824909138,8+,Other,Male,51+
1748,Med,Very High,0.15561897824909138,8+,White,Female,51+
1749,Med,Very High,0.15561897824909138,8+,Black,Female,51+
1750,Med,Very High,0.15561897824909138,8+,Hispanic,Female,51+
1751,Med,Very High,0.15561897824909138,8+,Other,Female,51+
1752,High,Very High,0.2708305495168804,8+,White,Male,18-35
1753,High,Very High,0.2708305495168804,8+,Black,Male,18-35
1754,High,Very High,0.2708305495168804,8+,Hispanic,Male,18-35
1755,High,Very High,0.2708305495168804,8+,Other,Male,18-35
1756,High,Very High,0.2708305495168804,8+,White,Female,18-35
1757,High,Very High,0.2708305495168804,8+,Black,Female,18-35
1758,High,Very High,0.2708305495168804,8+,Hispanic,Female,18-35
1759,High,Very High,0.2708305495168804,8+,Other,Female,18-35
1760,High,Very High,0.2708305495168804,8+,White,Male,36-50
1761,High,Very High,0.2708305495168804,8+,Black,Male,36-50
1762,High,Very High,0.2708305495168804,8+,Hispanic,Male,36-50
1763,High,Very High,0.2708305495168804,8+,Other,Male,36-50
1764,High,Very High,0.2708305495168804,8+,White,Female,36-50
1765,High,Very High,0.2708305495168804,8+,Black,Female,36-50
1766,High,Very High,0.2708305495168804,8+,Hispanic,Female,36-50
1767,High,Very High,0.2708305495168804,8+,Other,Female,36-50
1768,High,Very High,0.2708305495168804,8+,White,Male,51+
1769,High,Very High,0.2708305495168804,8+,Black,Male,51+
1770,High,Very High,0.2708305495168804,8+,Hispanic,Male,51+
1771,High,Very High,0.2708305495168804,8+,Other,Male,51+
1772,High,Very High,0.2708305495168804,8+,White,Female,51+
1773,High,Very High,0.2708305495168804,8+,Black,Female,51+
1774,High,Very High,0.2708305495168804,8+,Hispanic,Female,51+
1775,High,Very High,0.2708305495168804,8+,Other,Female,51+
1776,Very High,Very High,0.4310965731990054,8+,White,Male,18-35
1777,Very High,Very High,0.4310965731990054,8+,Black,Male,18-35
1778,Very High,Very High,0.4310965731990054,8+,Hispanic,Male,18-35
